0	0.0001	0.30319
0.5	0.0001	0.3032
1	0.0001	0.30321
1.5	0.0001	0.30322
2	0.0001	0.30323
2.5	0.0001	0.303239
3	0.0001	0.303249
3.5	0.0001	0.303259
4	0.0001	0.303269
4.5	0.0001	0.303279
5	0.0001	0.303289
5.5	0.0001	0.303299
6	0.0001	0.303308
6.5	0.0001	0.303318
7	0.0001	0.303328
7.5	0.0001	0.303338
8	0.0001	0.303348
8.5	0.0001	0.303358
9	0.0001	0.303368
9.5	0.0001	0.303377
10	0.0001	0.303387
10.5	0.0001	0.303397
11	0.0001	0.303407
11.5	0.0001	0.303417
12	0.0001	0.303427
12.5	0.0001	0.303437
13	0.0001	0.303446
13.5	0.0001	0.303456
14	0.0001	0.303466
14.5	0.0001	0.303476
15	0.0001	0.303486
15.5	0.0001	0.303496
16	0.0001	0.303506
16.5	0.0001	0.303516
17	0.0001	0.303525
17.5	0.0001	0.303535
18	0.0001	0.303545
18.5	0.0001	0.303555
19	0.0001	0.303565
19.5	0.0001	0.303575
20	0.0001	0.303585
20.5	0.0001	0.303594
21	0.0001	0.303604
21.5	0.0001	0.303614
22	0.0001	0.303624
22.5	0.0001	0.303634
23	0.0001	0.303644
23.5	0.0001	0.303654
24	0.0001	0.303664
24.5	0.0001	0.303673
25	0.0001	0.303683
25.5	0.0001	0.303693
26	0.0001	0.303703
26.5	0.0001	0.303713
27	0.0001	0.303723
27.5	0.0001	0.303733
28	0.0001	0.303743
28.5	0.0001	0.303752
29	0.0001	0.303762
29.5	0.0001	0.303772
30	0.0001	0.303782
30.5	0.0001	0.303792
31	0.0001	0.303802
31.5	0.0001	0.303812
32	0.0001	0.303822
32.5	0.0001	0.303831
33	0.0001	0.303841
33.5	0.0001	0.303851
34	0.0001	0.303861
34.5	0.0001	0.303871
35	0.0001	0.303881
35.5	0.0001	0.303891
36	0.0001	0.303901
36.5	0.0001	0.30391
37	0.0001	0.30392
37.5	0.0001	0.30393
38	0.0001	0.30394
38.5	0.0001	0.30395
39	0.0001	0.30396
39.5	0.0001	0.30397
40	0.0001	0.30398
40.5	0.0001	0.30399
41	0.0001	0.303999
41.5	0.0001	0.304009
42	0.0001	0.304019
42.5	0.0001	0.304029
43	0.0001	0.304039
43.5	0.0001	0.304049
44	0.0001	0.304059
44.5	0.0001	0.304069
45	0.0001	0.304079
45.5	0.0001	0.304088
46	0.0001	0.304098
46.5	0.0001	0.304108
47	0.0001	0.304118
47.5	0.0001	0.304128
48	0.0001	0.304138
48.5	0.0001	0.304148
49	0.0001	0.304158
49.5	0.0001	0.304168
50	0.0001	0.304177
50.5	0.0001	0.304187
51	0.0001	0.304197
51.5	0.0001	0.304207
52	0.0001	0.304217
52.5	0.0001	0.304227
53	0.0001	0.304237
53.5	0.0001	0.304247
54	0.0001	0.304257
54.5	0.0001	0.304266
55	0.0001	0.304276
55.5	0.0001	0.304286
56	0.0001	0.304296
56.5	0.0001	0.304306
57	0.0001	0.304316
57.5	0.0001	0.304326
58	0.0001	0.304336
58.5	0.0001	0.304346
59	0.0001	0.304355
59.5	0.0001	0.304365
60	0.0001	0.304375
60.5	0.0001	0.304385
61	0.0001	0.304395
61.5	0.0001	0.304405
62	0.0001	0.304415
62.5	0.0001	0.304425
63	0.0001	0.304435
63.5	0.0001	0.304445
64	0.0001	0.304454
64.5	0.0001	0.304464
65	0.0001	0.304474
65.5	0.0001	0.304484
66	0.0001	0.304494
66.5	0.0001	0.304504
67	0.0001	0.304514
67.5	0.0001	0.304524
68	0.0001	0.304534
68.5	0.0001	0.304544
69	0.0001	0.304554
69.5	0.0001	0.304563
70	0.0001	0.304573
70.5	0.0001	0.304583
71	0.0001	0.304593
71.5	0.0001	0.304603
72	0.0001	0.304613
72.5	0.0001	0.304623
73	0.0001	0.304633
73.5	0.0001	0.304643
74	0.0001	0.304653
74.5	0.0001	0.304662
75	0.0001	0.304672
75.5	0.0001	0.304682
76	0.0001	0.304692
76.5	0.0001	0.304702
77	0.0001	0.304712
77.5	0.0001	0.304722
78	0.0001	0.304732
78.5	0.0001	0.304742
79	0.0001	0.304752
79.5	0.0001	0.304762
80	0.0001	0.304772
80.5	0.0001	0.304781
81	0.0001	0.304791
81.5	0.0001	0.304801
82	0.0001	0.304811
82.5	0.0001	0.304821
83	0.0001	0.304831
83.5	0.0001	0.304841
84	0.0001	0.304851
84.5	0.0001	0.304861
85	0.0001	0.304871
85.5	0.0001	0.304881
86	0.0001	0.30489
86.5	0.0001	0.3049
87	0.0001	0.30491
87.5	0.0001	0.30492
88	0.0001	0.30493
88.5	0.0001	0.30494
89	0.0001	0.30495
89.5	0.0001	0.30496
90	0.0001	0.30497
90.5	0.0001	0.30498
91	0.0001	0.30499
91.5	0.0001	0.305
92	0.0001	0.30501
92.5	0.0001	0.305019
93	0.0001	0.305029
93.5	0.0001	0.305039
94	0.0001	0.305049
94.5	0.0001	0.305059
95	0.0001	0.305069
95.5	0.0001	0.305079
96	0.0001	0.305089
96.5	0.0001	0.305099
97	0.0001	0.305109
97.5	0.0001	0.305119
98	0.0001	0.305129
98.5	0.0001	0.305139
99	0.0001	0.305148
99.5	0.0001	0.305158
100	0.0001	0.305168
100.5	0.0001	0.305178
101	0.0001	0.305188
101.5	0.0001	0.305198
102	0.0001	0.305208
102.5	0.0001	0.305218
103	0.0001	0.305228
103.5	0.0001	0.305238
104	0.0001	0.305248
104.5	0.0001	0.305258
105	0.0001	0.305268
105.5	0.0001	0.305278
106	0.0001	0.305287
106.5	0.0001	0.305297
107	0.0001	0.305307
107.5	0.0001	0.305317
108	0.0001	0.305327
108.5	0.0001	0.305337
109	0.0001	0.305347
109.5	0.0001	0.305357
110	0.0001	0.305367
110.5	0.0001	0.305377
111	0.0001	0.305387
111.5	0.0001	0.305397
112	0.0001	0.305407
112.5	0.0001	0.305417
113	0.0001	0.305427
113.5	0.0001	0.305437
114	0.0001	0.305446
114.5	0.0001	0.305456
115	0.0001	0.305466
115.5	0.0001	0.305476
116	0.0001	0.305486
116.5	0.0001	0.305496
117	0.0001	0.305506
117.5	0.0001	0.305516
118	0.0001	0.305526
118.5	0.0001	0.305536
119	0.0001	0.305546
119.5	0.0001	0.305556
120	0.0001	0.305566
120.5	0.0001	0.305576
121	0.0001	0.305586
121.5	0.0001	0.305596
122	0.0001	0.305605
122.5	0.0001	0.305615
123	0.0001	0.305625
123.5	0.0001	0.305635
124	0.0001	0.305645
124.5	0.0001	0.305655
125	0.0001	0.305665
125.5	0.0001	0.305675
126	0.0001	0.305685
126.5	0.0001	0.305695
127	0.0001	0.305705
127.5	0.0001	0.305715
128	0.0001	0.305725
128.5	0.0001	0.305735
129	0.0001	0.305745
129.5	0.0001	0.305755
130	0.0001	0.305765
130.5	0.0001	0.305775
131	0.0001	0.305785
131.5	0.0001	0.305795
132	0.0001	0.305804
132.5	0.0001	0.305814
133	0.0001	0.305824
133.5	0.0001	0.305834
134	0.0001	0.305844
134.5	0.0001	0.305854
135	0.0001	0.305864
135.5	0.0001	0.305874
136	0.0001	0.305884
136.5	0.0001	0.305894
137	0.0001	0.305904
137.5	0.0001	0.305914
138	0.0001	0.305924
138.5	0.0001	0.305934
139	0.0001	0.305944
139.5	0.0001	0.305954
140	0.0001	0.305964
140.5	0.0001	0.305974
141	0.0001	0.305984
141.5	0.0001	0.305994
142	0.0001	0.306004
142.5	0.0001	0.306014
143	0.0001	0.306023
143.5	0.0001	0.306033
144	0.0001	0.306043
144.5	0.0001	0.306053
145	0.0001	0.306063
145.5	0.0001	0.306073
146	0.0001	0.306083
146.5	0.0001	0.306093
147	0.0001	0.306103
147.5	0.0001	0.306113
148	0.0001	0.306123
148.5	0.0001	0.306133
149	0.0001	0.306143
149.5	0.0001	0.306153
150	0.0001	0.306163
150.5	0.0001	0.306173
151	0.0001	0.306183
151.5	0.0001	0.306193
152	0.0001	0.306203
152.5	0.0001	0.306213
153	0.0001	0.306223
153.5	0.0001	0.306233
154	0.0001	0.306243
154.5	0.0001	0.306253
155	0.0001	0.306263
155.5	0.0001	0.306273
156	0.0001	0.306283
156.5	0.0001	0.306293
157	0.0001	0.306302
157.5	0.0001	0.306312
158	0.0001	0.306322
158.5	0.0001	0.306332
159	0.0001	0.306342
159.5	0.0001	0.306352
160	0.0001	0.306362
160.5	0.0001	0.306372
161	0.0001	0.306382
161.5	0.0001	0.306392
162	0.0001	0.306402
162.5	0.0001	0.306412
163	0.0001	0.306422
163.5	0.0001	0.306432
164	0.0001	0.306442
164.5	0.0001	0.306452
165	0.0001	0.306462
165.5	0.0001	0.306472
166	0.0001	0.306482
166.5	0.0001	0.306492
167	0.0001	0.306502
167.5	0.0001	0.306512
168	0.0001	0.306522
168.5	0.0001	0.306532
169	0.0001	0.306542
169.5	0.0001	0.306552
170	0.0001	0.306562
170.5	0.0001	0.306572
171	0.0001	0.306582
171.5	0.0001	0.306592
172	0.0001	0.306602
172.5	0.0001	0.306612
173	0.0001	0.306622
173.5	0.0001	0.306632
174	0.0001	0.306642
174.5	0.0001	0.306652
175	0.0001	0.306662
175.5	0.0001	0.306672
176	0.0001	0.306682
176.5	0.0001	0.306692
177	0.0001	0.306702
177.5	0.0001	0.306712
178	0.0001	0.306722
178.5	0.0001	0.306732
179	0.0001	0.306742
179.5	0.0001	0.306751
180	0.0001	0.306761
180.5	0.0001	0.306771
181	0.0001	0.306781
181.5	0.0001	0.306791
182	0.0001	0.306801
182.5	0.0001	0.306811
183	0.0001	0.306821
183.5	0.0001	0.306831
184	0.0001	0.306841
184.5	0.0001	0.306851
185	0.0001	0.306861
185.5	0.0001	0.306871
186	0.0001	0.306881
186.5	0.0001	0.306891
187	0.0001	0.306901
187.5	0.0001	0.306911
188	0.0001	0.306921
188.5	0.0001	0.306931
189	0.0001	0.306941
189.5	0.0001	0.306951
190	0.0001	0.306961
190.5	0.0001	0.306971
191	0.0001	0.306981
191.5	0.0001	0.306991
192	0.0001	0.307001
192.5	0.0001	0.307011
193	0.0001	0.307021
193.5	0.0001	0.307031
194	0.0001	0.307041
194.5	0.0001	0.307051
195	0.0001	0.307061
195.5	0.0001	0.307071
196	0.0001	0.307081
196.5	0.0001	0.307091
197	0.0001	0.307101
197.5	0.0001	0.307111
198	0.0001	0.307121
198.5	0.0001	0.307131
199	0.0001	0.307141
199.5	0.0001	0.307151
200	0.0001	0.307161
200.5	0.0001	0.307171
201	0.0001	0.307181
201.5	0.0001	0.307191
202	0.0001	0.307201
202.5	0.0001	0.307211
203	0.0001	0.307221
203.5	0.0001	0.307231
204	0.0001	0.307241
204.5	0.0001	0.307251
205	0.0001	0.307261
205.5	0.0001	0.307271
206	0.0001	0.307281
206.5	0.0001	0.307291
207	0.0001	0.307301
207.5	0.0001	0.307311
208	0.0001	0.307321
208.5	0.0001	0.307331
209	0.0001	0.307341
209.5	0.0001	0.307351
210	0.0001	0.307361
210.5	0.0001	0.307371
211	0.0001	0.307381
211.5	0.0001	0.307391
212	0.0001	0.307401
212.5	0.0001	0.307411
213	0.0001	0.307421
213.5	0.0001	0.307431
214	0.0001	0.307441
214.5	0.0001	0.307451
215	0.0001	0.307461
215.5	0.0001	0.307471
216	0.0001	0.307482
216.5	0.0001	0.307492
217	0.0001	0.307502
217.5	0.0001	0.307512
218	0.0001	0.307522
218.5	0.0001	0.307532
219	0.0001	0.307542
219.5	0.0001	0.307552
220	0.0001	0.307562
220.5	0.0001	0.307572
221	0.0001	0.307582
221.5	0.0001	0.307592
222	0.0001	0.307602
222.5	0.0001	0.307612
